accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,host_experience
4,2.0,2.0,2.0,299.0,300.0,64.0,1,2,1125,26,2.0
2,1.0,1.0,1.0,95.0,100.0,25.0,1,2,20,1,1.0
4,1.0,1.0,2.0,99.0,0.0,75.0,1,1,1125,14,4.0
3,1.0,1.0,2.0,165.0,200.0,65.0,2,2,1125,0,4.0
4,1.0,0.0,2.0,114.0,95.0,45.0,2,1,14,40,2.0
5,2.0,2.0,2.0,311.0,0.0,113.0,1,7,365,7,6.0
2,1.0,0.0,1.0,160.0,300.0,50.0,1,2,1125,0,5.0
3,1.0,0.0,2.0,100.0,0.0,0.0,2,2,1125,31,3.0
3,1.0,1.0,1.0,150.0,0.0,50.0,1,2,1125,21,1.0
4,2.0,1.0,2.0,357.0,250.0,75.0,1,7,30,0,1.0
3,1.0,1.0,2.0,135.0,500.0,75.0,2,2,180,16,4.0
4,1.0,2.0,2.0,110.0,500.0,100.0,1,3,1125,6,6.0
4,1.0,1.0,1.0,75.0,200.0,70.0,1,2,1125,9,4.0
2,1.0,1.0,1.0,138.0,300.0,50.0,2,2,21,188,4.0
2,1.0,1.0,1.0,129.0,300.0,50.0,2,4,60,3,3.0
2,1.0,1.0,1.0,120.0,0.0,40.0,1,2,1125,31,1.0
4,1.0,1.0,1.0,95.0,0.0,0.0,2,2,90,26,3.0
2,1.0,1.0,1.0,140.0,200.0,50.0,1,10,30,0,5.0
2,1.0,1.0,1.0,95.0,200.0,25.0,2,2,1125,20,1.0
3,1.0,1.0,1.0,91.0,125.0,75.0,1,2,21,7,6.0
3,1.0,1.0,2.0,135.0,250.0,20.0,1,1,1125,2,4.0
4,1.0,1.0,1.0,95.0,500.0,70.0,2,3,365,47,6.0
3,1.0,1.0,1.0,140.0,0.0,35.0,2,2,7,20,4.0
4,1.0,2.0,2.0,125.0,500.0,100.0,1,3,1125,81,6.0
3,1.0,1.0,1.0,150.0,0.0,30.0,3,2,1125,2,5.0
4,1.5,2.0,3.0,129.0,0.0,35.0,4,1,1125,2,3.0
1,1.0,1.0,1.0,50.0,0.0,0.0,1,1,1125,0,2.0
4,1.0,1.0,2.0,85.0,150.0,35.0,2,1,1125,22,3.0
2,1.0,0.0,1.0,82.0,0.0,30.0,2,3,1125,41,5.0
2,1.0,1.0,1.0,103.0,0.0,0.0,1,1,1125,29,3.0
2,1.0,1.0,1.0,59.0,0.0,5.0,1,1,95,16,2.0
4,1.0,1.0,1.0,150.0,0.0,0.0,1,2,1125,1,2.0
2,1.0,1.0,1.0,115.0,300.0,50.0,2,2,21,146,4.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,0,2.0
8,1.0,2.0,4.0,300.0,100.0,0.0,1,2,1125,43,2.0
2,1.0,1.0,1.0,68.0,0.0,5.0,1,1,1125,0,2.0
3,1.0,1.0,1.0,52.0,0.0,0.0,2,1,1125,0,2.0
2,1.0,0.0,1.0,91.0,200.0,50.0,1,1,1125,8,1.0
2,1.0,1.0,1.0,59.0,0.0,0.0,1,1,1125,2,2.0
2,1.0,0.0,1.0,129.0,100.0,50.0,1,3,1125,0,5.0
3,1.0,1.0,1.0,125.0,1500.0,10.0,2,1,1125,9,5.0
2,1.0,1.0,1.0,195.0,250.0,25.0,1,2,1125,2,2.0
2,1.0,1.0,1.0,58.0,0.0,5.0,1,1,1125,89,2.0
8,2.5,3.0,3.0,600.0,2000.0,145.0,5,2,1125,2,3.0
2,1.0,1.0,1.0,89.0,200.0,35.0,2,2,1125,0,4.0
4,1.0,0.0,2.0,100.0,0.0,0.0,1,1,1125,6,1.0
3,1.0,2.0,2.0,125.0,0.0,50.0,1,2,1125,11,1.0
2,1.0,1.0,1.0,82.0,0.0,30.0,1,2,14,115,4.0
4,1.0,2.0,2.0,225.0,250.0,150.0,1,7,730,0,5.0
2,1.0,1.0,1.0,55.0,0.0,0.0,1,1,1125,4,2.0
2,1.0,1.0,1.0,90.0,0.0,35.0,1,1,1125,0,2.0
2,1.0,1.0,1.0,134.0,500.0,79.0,2,1,1125,6,2.0
2,1.0,1.0,1.0,42.0,100.0,0.0,1,1,1125,4,2.0
2,1.0,1.0,1.0,125.0,250.0,40.0,2,2,1125,34,5.0
6,1.0,2.0,2.0,115.0,0.0,40.0,4,1,1125,106,6.0
3,1.0,1.0,1.0,125.0,0.0,20.0,1,1,9,9,1.0
2,1.0,1.0,1.0,55.0,0.0,10.0,1,2,14,16,3.0
6,2.0,2.0,3.0,550.0,500.0,55.0,1,3,10,7,4.0
2,1.0,1.0,1.0,90.0,0.0,40.0,1,2,1125,0,1.0
3,1.0,1.0,1.0,100.0,0.0,0.0,1,2,10,3,3.0
2,1.0,1.0,1.0,95.0,0.0,0.0,1,1,1125,0,3.0
4,1.0,1.0,2.0,110.0,300.0,15.0,2,4,1125,0,1.0
2,1.0,0.0,1.0,80.0,0.0,10.0,1,2,1125,15,2.0
4,2.0,1.0,1.0,100.0,0.0,25.0,1,30,1125,2,2.0
2,1.0,0.0,1.0,90.0,1200.0,0.0,1,7,90,1,3.0
1,2.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,0,1.0
2,1.5,1.0,1.0,88.0,2000.0,100.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,59.0,200.0,40.0,1,2,30,14,1.0
4,1.0,1.0,1.0,183.0,300.0,60.0,2,2,1125,20,3.0
2,1.0,0.0,1.0,135.0,0.0,25.0,2,1,9,0,2.0
2,1.0,1.0,1.0,220.0,0.0,40.0,2,3,31,21,6.0
3,1.0,1.0,1.0,183.0,300.0,60.0,2,2,1125,0,3.0
2,1.0,1.0,1.0,115.0,0.0,50.0,2,2,30,3,1.0
4,1.0,1.0,4.0,100.0,0.0,0.0,1,1,1125,0,1.0
3,1.0,1.0,1.0,183.0,300.0,60.0,2,2,1125,26,3.0
2,1.0,1.0,1.0,115.0,500.0,50.0,1,2,365,19,5.0
2,1.0,1.0,1.0,75.0,100.0,25.0,1,1,1125,4,1.0
2,1.0,0.0,1.0,110.0,0.0,50.0,1,3,1125,1,1.0
3,1.0,1.0,1.0,183.0,300.0,60.0,2,2,1125,6,3.0
2,1.0,1.0,1.0,220.0,500.0,55.0,1,1,1125,12,4.0
3,1.0,1.0,1.0,119.0,100.0,60.0,1,1,1125,3,1.0
2,1.0,1.0,1.0,75.0,100.0,25.0,1,1,1125,1,1.0
6,2.5,3.0,3.0,200.0,200.0,75.0,1,1,1125,2,1.0
7,2.0,3.0,3.0,229.0,300.0,150.0,6,2,1125,4,4.0
10,3.5,3.0,5.0,333.0,360.0,130.0,6,1,180,29,1.0
1,1.0,1.0,1.0,41.0,0.0,10.0,1,2,1125,57,3.0
2,1.0,1.0,1.0,70.0,0.0,0.0,1,1,1125,39,2.0
1,1.0,1.0,1.0,55.0,0.0,20.0,1,1,1125,0,1.0
2,1.0,1.0,2.0,70.0,0.0,0.0,1,1,1125,20,2.0
4,1.0,1.0,2.0,97.0,500.0,120.0,4,2,29,0,3.0
12,3.5,5.0,7.0,350.0,500.0,250.0,1,3,1125,3,5.0
6,1.0,2.0,4.0,200.0,250.0,100.0,6,2,180,7,1.0
5,2.5,3.0,3.0,225.0,0.0,100.0,1,2,1125,9,2.0
4,1.0,1.0,2.0,115.0,0.0,0.0,1,1,1125,0,4.0
2,1.0,1.0,1.0,40.0,100.0,8.0,1,1,1125,58,2.0
8,2.5,3.0,3.0,150.0,100.0,50.0,1,1,1125,0,2.0
2,1.0,1.0,1.0,46.0,95.0,20.0,1,1,365,25,6.0
2,1.0,1.0,1.0,64.0,0.0,0.0,1,2,21,57,5.0
2,1.0,1.0,1.0,125.0,0.0,15.0,2,2,1125,3,1.0
6,2.0,3.0,4.0,250.0,250.0,75.0,6,3,1125,2,2.0
4,1.0,0.0,2.0,147.0,200.0,25.0,2,2,1125,0,4.0
1,1.0,1.0,1.0,30.0,0.0,10.0,1,2,1125,16,3.0
3,1.0,1.0,1.0,150.0,0.0,0.0,1,1,1125,64,4.0
2,1.0,1.0,1.0,78.0,0.0,45.0,1,2,1125,0,4.0
4,1.0,1.0,2.0,120.0,100.0,25.0,2,1,1125,0,1.0
5,2.0,3.0,2.0,280.0,300.0,100.0,4,2,1125,2,1.0
2,1.0,1.0,1.0,75.0,100.0,50.0,1,2,1125,8,4.0
4,1.0,1.0,1.0,178.0,0.0,0.0,1,1,1125,1,3.0
8,1.0,5.0,5.0,480.0,0.0,0.0,1,1,1125,0,3.0
5,1.0,2.0,3.0,129.0,200.0,100.0,4,2,1125,3,4.0
2,1.0,1.0,1.0,50.0,100.0,8.0,1,1,1125,64,2.0
4,1.0,1.0,1.0,50.0,100.0,15.0,2,1,1125,0,2.0
5,2.0,3.0,3.0,175.0,500.0,100.0,5,1,1125,1,1.0
2,1.0,1.0,1.0,88.0,100.0,20.0,2,1,3,71,4.0
2,1.0,1.0,1.0,100.0,0.0,30.0,1,2,1125,4,1.0
5,2.0,2.0,2.0,225.0,150.0,50.0,4,2,1125,14,1.0
6,1.0,2.0,3.0,200.0,300.0,75.0,4,2,14,0,1.0
6,1.5,2.0,4.0,250.0,300.0,75.0,4,3,1125,4,3.0
9,1.5,0.0,4.0,95.0,375.0,100.0,2,4,1125,9,2.0
15,4.0,4.0,7.0,172.0,750.0,150.0,2,1,1125,19,2.0
2,1.0,1.0,1.0,99.0,0.0,15.0,2,1,1125,17,3.0
2,1.0,1.0,1.0,99.0,0.0,15.0,2,1,1125,11,3.0
5,1.0,2.0,3.0,175.0,0.0,95.0,1,1,1125,13,1.0
12,3.5,5.0,7.0,350.0,500.0,250.0,1,3,1125,1,5.0
2,1.0,1.0,1.0,69.0,100.0,25.0,1,1,1125,0,4.0
10,2.0,3.0,3.0,375.0,995.0,195.0,1,3,1125,15,3.0
3,1.0,1.0,1.0,144.0,300.0,60.0,2,2,1125,28,1.0
4,1.0,1.0,1.0,999.0,95.0,85.0,1,1,31,54,4.0
6,2.0,2.0,3.0,138.0,0.0,99.0,1,2,1125,10,3.0
4,1.0,1.0,2.0,145.0,0.0,96.0,1,2,365,17,6.0
2,1.0,1.0,1.0,125.0,0.0,40.0,1,1,1125,4,1.0
1,1.0,1.0,1.0,45.0,0.0,10.0,1,1,1125,6,1.0
2,1.0,1.0,1.0,35.0,0.0,0.0,1,1,14,108,2.0
4,1.0,1.0,2.0,225.0,500.0,60.0,1,3,1125,2,2.0
1,1.0,1.0,1.0,50.0,0.0,0.0,1,2,1125,1,3.0
4,1.0,0.0,1.0,120.0,0.0,149.0,1,2,1125,0,5.0
2,1.0,1.0,1.0,100.0,0.0,25.0,2,7,1125,10,4.0
5,1.0,1.0,2.0,120.0,0.0,10.0,0,2,1125,28,2.0
3,1.0,1.0,1.0,249.0,0.0,100.0,1,5,1125,4,1.0
3,1.0,0.0,1.0,95.0,250.0,60.0,2,2,26,2,3.0
3,1.0,1.0,1.0,150.0,300.0,60.0,2,2,1125,19,1.0
2,1.0,1.0,1.0,130.0,200.0,61.0,2,1,20,1,1.0
4,1.0,0.0,1.0,130.0,0.0,164.0,1,3,1125,2,5.0
4,1.0,1.0,2.0,105.0,250.0,50.0,2,3,60,0,3.0
6,1.0,0.0,3.0,105.0,150.0,50.0,2,1,1125,6,2.0
3,1.0,1.0,1.0,175.0,0.0,60.0,1,2,1125,12,3.0
3,1.0,0.0,2.0,100.0,100.0,0.0,2,2,1125,54,3.0
2,1.0,0.0,1.0,129.0,300.0,61.0,2,2,22,31,2.0
4,1.0,0.0,3.0,90.0,250.0,65.0,2,1,1125,13,1.0
6,2.5,2.0,3.0,350.0,500.0,110.0,4,20,1125,3,3.0
4,1.0,2.0,2.0,199.0,0.0,0.0,1,1,1125,5,2.0
2,1.0,0.0,1.0,75.0,0.0,10.0,0,2,1125,76,2.0
4,1.0,1.0,2.0,110.0,0.0,50.0,2,3,60,25,3.0
3,1.0,1.0,1.0,80.0,0.0,35.0,2,1,1125,181,5.0
2,1.0,0.0,1.0,150.0,300.0,40.0,1,2,1125,12,1.0
2,1.0,0.0,1.0,95.0,0.0,0.0,0,2,7,6,1.0
3,1.0,1.0,1.0,139.0,300.0,60.0,2,2,1125,39,3.0
3,1.0,1.0,1.0,139.0,200.0,60.0,2,2,1125,2,3.0
4,1.0,1.0,2.0,275.0,0.0,95.0,1,2,365,3,6.0
2,1.0,0.0,1.0,135.0,100.0,0.0,1,2,5,37,2.0
5,1.0,1.0,3.0,128.0,150.0,45.0,2,1,15,67,2.0
2,1.0,1.0,1.0,150.0,0.0,0.0,1,2,1125,0,4.0
4,1.0,1.0,2.0,100.0,0.0,96.0,1,2,90,20,6.0
2,1.0,1.0,1.0,100.0,250.0,70.0,1,3,7,61,4.0
2,1.0,1.0,1.0,120.0,200.0,75.0,1,5,30,18,5.0
5,1.0,0.0,1.0,125.0,300.0,60.0,2,1,90,121,4.0
2,1.0,1.0,1.0,120.0,200.0,100.0,1,2,1125,18,2.0
4,1.0,0.0,2.0,150.0,0.0,149.0,1,3,1125,11,3.0
2,1.0,0.0,1.0,129.0,0.0,0.0,1,3,1125,0,3.0
2,1.0,0.0,1.0,140.0,100.0,50.0,1,2,1125,13,3.0
3,1.0,0.0,2.0,150.0,0.0,0.0,2,1,29,159,3.0
3,1.0,1.0,2.0,149.0,500.0,50.0,2,2,1125,32,4.0
4,2.0,2.0,2.0,229.0,0.0,100.0,1,7,1125,6,4.0
3,1.0,0.0,2.0,180.0,0.0,0.0,1,2,1125,0,5.0
2,1.0,0.0,1.0,93.0,95.0,50.0,0,2,7,49,3.0
3,1.0,0.0,2.0,110.0,150.0,0.0,1,3,10,19,1.0
2,1.0,1.0,1.0,126.0,300.0,50.0,2,1,1125,0,4.0
1,1.0,1.0,1.0,139.0,300.0,50.0,2,1,1125,4,4.0
2,1.0,1.0,1.0,157.0,0.0,159.0,1,3,1125,1,5.0
1,1.0,1.0,1.0,90.0,0.0,60.0,1,1,14,22,1.0
4,1.0,1.0,1.0,90.0,0.0,32.0,2,1,1125,35,5.0
2,1.0,0.0,1.0,125.0,400.0,50.0,2,1,1125,29,4.0
2,1.0,1.0,1.0,95.0,0.0,0.0,1,1,1125,60,2.0
6,2.0,2.0,3.0,197.0,0.0,99.0,1,2,1125,12,3.0
5,1.0,1.0,3.0,155.0,250.0,95.0,1,2,365,14,2.0
6,1.0,2.0,2.0,195.0,0.0,184.0,1,2,1125,4,5.0
6,2.0,2.0,3.0,150.0,0.0,99.0,1,2,1125,4,3.0
3,1.0,1.0,1.0,175.0,0.0,0.0,1,2,1125,24,2.0
6,2.0,2.0,3.0,156.0,0.0,99.0,1,2,1125,27,3.0
6,2.5,2.0,2.0,320.0,400.0,150.0,1,1,1125,22,3.0
7,2.0,2.0,2.0,200.0,200.0,105.0,1,1,1125,23,3.0
3,1.0,1.0,2.0,200.0,0.0,0.0,1,5,365,5,4.0
6,2.0,2.0,3.0,165.0,0.0,99.0,1,2,1125,11,3.0
3,1.0,0.0,1.0,148.0,0.0,50.0,1,2,1125,6,3.0
7,2.0,3.0,4.0,127.0,0.0,109.0,1,2,1125,3,3.0
8,3.0,3.0,4.0,405.0,0.0,264.0,1,3,1125,4,5.0
4,1.0,2.0,2.0,219.0,500.0,80.0,4,2,1125,44,3.0
10,2.0,3.0,4.0,899.0,0.0,159.0,1,3,1125,5,2.0
3,1.0,1.0,1.0,150.0,300.0,50.0,2,1,1125,0,4.0
6,2.0,2.0,4.0,239.0,0.0,209.0,1,3,1125,4,5.0
4,1.0,1.0,2.0,150.0,0.0,96.0,1,2,1000,2,6.0
4,1.0,1.0,1.0,140.0,200.0,80.0,1,2,1125,4,1.0
6,2.0,2.0,3.0,117.0,0.0,99.0,1,2,1125,3,3.0
4,1.0,1.0,2.0,99.0,0.0,75.0,1,2,120,12,4.0
3,1.0,1.0,1.0,170.0,0.0,0.0,1,1,7,2,2.0
2,1.0,0.0,2.0,100.0,95.0,10.0,1,1,1125,28,2.0
6,2.0,2.0,3.0,300.0,0.0,110.0,1,2,365,6,6.0
4,1.0,1.0,2.0,250.0,0.0,100.0,1,2,365,0,6.0
6,2.0,2.0,3.0,197.0,0.0,113.0,1,2,365,9,6.0
6,1.0,2.0,3.0,175.0,0.0,107.0,1,2,365,12,6.0
3,1.0,1.0,1.0,130.0,0.0,50.0,1,1,1125,0,6.0
6,2.0,2.0,3.0,131.0,0.0,99.0,1,2,30,15,3.0
3,1.0,1.0,1.0,110.0,0.0,50.0,1,2,1125,0,3.0
3,1.0,1.0,1.0,125.0,300.0,75.0,1,2,1125,0,2.0
5,2.0,2.0,2.0,200.0,200.0,40.0,1,2,1125,0,1.0
8,2.5,2.0,4.0,700.0,600.0,150.0,4,3,1125,0,3.0
7,2.0,2.0,4.0,200.0,100.0,105.0,1,2,365,47,3.0
4,1.0,1.0,2.0,89.0,0.0,99.0,1,2,1125,6,3.0
6,2.0,2.0,3.0,142.0,0.0,99.0,1,2,1125,6,3.0
2,1.0,1.0,1.0,125.0,300.0,85.0,1,2,6,13,7.0
4,1.0,1.0,1.0,245.0,200.0,72.0,2,3,60,2,1.0
7,2.0,3.0,3.0,99.0,0.0,109.0,1,2,1125,0,3.0
2,1.0,1.0,1.0,117.0,0.0,20.0,1,2,1125,4,1.0
4,1.0,1.0,2.0,215.0,0.0,96.0,1,2,365,9,6.0
6,1.0,2.0,3.0,215.0,0.0,105.0,1,2,365,3,6.0
4,1.0,2.0,3.0,275.0,0.0,107.0,1,2,365,22,6.0
6,1.0,2.0,3.0,175.0,0.0,107.0,1,2,1125,24,6.0
6,1.0,2.0,3.0,195.0,0.0,95.0,1,2,1125,16,4.0
4,1.0,1.0,1.0,113.0,100.0,35.0,2,2,14,27,1.0
8,2.0,2.0,4.0,700.0,600.0,150.0,4,3,1125,1,3.0
4,1.5,1.0,2.0,139.0,0.0,159.0,1,2,1125,2,5.0
2,1.0,1.0,1.0,105.0,0.0,50.0,1,2,1125,0,1.0
2,1.0,0.0,1.0,100.0,100.0,80.0,1,1,10,45,3.0
4,1.0,1.0,1.0,106.0,300.0,100.0,1,2,1125,4,2.0
9,2.5,3.0,7.0,475.0,0.0,274.0,1,3,1125,2,5.0
6,2.0,2.0,3.0,143.0,0.0,99.0,1,2,1125,10,3.0
4,1.0,1.0,2.0,205.0,0.0,96.0,1,2,365,20,6.0
4,1.0,0.0,3.0,80.0,250.0,65.0,2,1,1125,1,1.0
6,1.0,0.0,3.0,120.0,0.0,35.0,2,1,1125,30,2.0
2,1.0,1.0,1.0,139.0,200.0,60.0,2,2,1125,5,3.0
4,1.0,0.0,2.0,135.0,250.0,95.0,1,2,365,20,2.0
4,1.0,1.0,2.0,155.0,150.0,45.0,2,1,15,71,2.0
2,1.0,1.0,1.0,90.0,0.0,40.0,1,1,1125,7,1.0
4,1.0,1.0,1.0,139.0,0.0,143.0,1,2,1125,3,5.0
4,1.0,1.0,2.0,181.0,0.0,96.0,1,2,1125,1,6.0
2,1.0,1.0,1.0,99.0,0.0,0.0,1,1,30,191,3.0
2,1.0,1.0,1.0,175.0,250.0,50.0,2,1,1125,5,1.0
4,1.0,1.0,2.0,127.0,0.0,96.0,1,2,365,13,6.0
4,1.0,1.0,2.0,150.0,0.0,149.0,1,3,1125,2,5.0
6,2.0,2.0,3.0,143.0,0.0,99.0,1,2,1125,21,3.0
5,2.0,2.0,2.0,399.0,0.0,150.0,2,3,365,2,1.0
6,1.0,2.0,3.0,193.0,0.0,184.0,1,2,1125,5,5.0
2,1.0,0.0,1.0,160.0,500.0,50.0,2,1,1125,0,4.0
2,1.0,0.0,1.0,110.0,95.0,0.0,0,2,1125,31,3.0
6,2.0,2.0,3.0,135.0,0.0,99.0,1,2,1125,24,3.0
4,1.0,1.0,1.0,165.0,0.0,96.0,1,2,1125,12,6.0
2,1.0,1.0,1.0,139.0,200.0,60.0,3,2,1125,1,3.0
4,1.0,1.0,2.0,189.0,1200.0,99.0,1,2,1125,7,1.0
2,1.0,0.0,1.0,140.0,0.0,0.0,1,3,13,14,4.0
2,1.0,0.0,1.0,129.0,300.0,61.0,2,2,22,12,2.0
3,1.0,1.0,2.0,150.0,0.0,40.0,1,1,1125,1,2.0
6,2.0,2.0,3.0,245.0,0.0,99.0,1,2,1125,16,3.0
3,1.0,1.0,1.0,175.0,1000.0,250.0,1,1,60,9,2.0
6,2.0,2.0,3.0,127.0,0.0,99.0,1,2,1125,3,3.0
5,2.0,2.0,3.0,444.0,0.0,99.0,1,2,1125,0,3.0
2,2.0,1.0,2.0,105.0,200.0,150.0,1,14,90,0,1.0
4,1.0,1.0,2.0,127.0,0.0,96.0,1,2,365,15,6.0
6,2.0,2.0,3.0,122.0,0.0,99.0,1,2,1125,3,3.0
6,1.0,2.0,3.0,175.0,0.0,107.0,6,2,365,29,6.0
4,1.0,0.0,3.0,99.0,250.0,65.0,2,1,1125,36,1.0
4,1.0,1.0,2.0,187.0,0.0,90.0,1,2,365,6,6.0
3,1.0,1.0,1.0,150.0,300.0,60.0,2,2,1125,12,1.0
2,1.0,1.0,1.0,100.0,0.0,20.0,1,2,1125,4,2.0
6,2.0,2.0,3.0,171.0,0.0,99.0,1,2,1125,6,3.0
6,2.0,2.0,3.0,181.0,0.0,99.0,1,2,1125,9,3.0
2,1.0,1.0,1.0,149.0,200.0,55.0,1,2,1125,18,2.0
4,1.0,1.0,2.0,270.0,0.0,120.0,1,1,1125,1,3.0
6,2.0,2.0,3.0,195.0,0.0,113.0,1,2,365,10,6.0
4,1.0,1.0,2.0,149.0,100.0,88.0,1,2,365,37,3.0
2,1.0,1.0,1.0,150.0,500.0,25.0,1,3,1125,2,2.0
6,2.0,2.0,3.0,230.0,0.0,209.0,1,2,1125,10,5.0
3,1.0,1.0,1.0,183.0,300.0,60.0,2,2,1125,0,3.0
6,2.0,2.0,3.0,165.0,0.0,99.0,1,2,1125,5,3.0
8,2.0,3.0,5.0,335.0,0.0,229.0,1,3,1125,3,5.0
2,1.0,1.0,1.0,75.0,0.0,10.0,1,2,60,5,3.0
4,1.0,1.0,2.0,107.0,0.0,96.0,1,2,365,22,6.0
6,2.0,2.0,3.0,167.0,0.0,99.0,1,2,1125,22,3.0
4,1.0,1.0,1.0,225.0,0.0,0.0,1,1,1125,0,1.0
4,1.0,0.0,2.0,120.0,0.0,149.0,1,2,1125,1,5.0
4,2.0,2.0,2.0,110.0,0.0,100.0,1,1,1125,0,1.0
8,2.0,3.0,5.0,425.0,0.0,229.0,1,3,1125,2,5.0
3,1.0,1.0,1.0,139.0,200.0,60.0,2,2,1125,5,3.0
3,1.0,1.0,1.0,149.0,300.0,60.0,2,2,1125,48,3.0
3,1.5,1.0,2.0,130.0,450.0,90.0,2,2,1125,12,2.0
3,1.0,1.0,1.0,115.0,300.0,50.0,2,1,1125,1,4.0
2,1.0,1.0,1.0,159.0,300.0,95.0,2,2,180,28,5.0
4,1.0,0.0,2.0,120.0,0.0,149.0,1,2,1125,2,5.0
4,1.0,0.0,2.0,100.0,95.0,45.0,2,1,14,123,2.0
4,1.0,1.0,2.0,99.0,0.0,75.0,1,1,1125,11,4.0
5,1.5,2.0,2.0,169.0,500.0,125.0,2,3,30,16,1.0
2,1.0,1.0,1.0,110.0,250.0,35.0,1,3,1125,0,1.0
3,1.0,1.0,1.0,170.0,300.0,60.0,2,2,1125,27,1.0
2,1.0,0.0,2.0,115.0,0.0,0.0,2,1,1125,44,3.0
7,2.0,3.0,3.0,112.0,0.0,109.0,1,2,1125,2,3.0
2,1.0,1.0,1.0,120.0,300.0,0.0,1,2,1125,1,1.0
6,2.0,2.0,4.0,239.0,0.0,209.0,1,3,1125,1,5.0
2,1.0,0.0,1.0,135.0,100.0,50.0,2,2,30,21,2.0
4,1.0,0.0,2.0,125.0,150.0,45.0,2,1,15,67,2.0
2,1.0,0.0,1.0,150.0,0.0,50.0,1,1,30,17,7.0
6,2.0,2.0,3.0,197.0,0.0,113.0,1,2,365,5,6.0
2,0.5,0.0,1.0,79.0,300.0,85.0,1,1,1125,0,3.0
3,1.0,1.0,1.0,106.0,200.0,61.0,3,2,15,23,1.0
2,1.0,1.0,1.0,139.0,300.0,50.0,2,1,1125,0,4.0
2,1.0,1.0,1.0,150.0,0.0,0.0,1,2,1125,95,4.0
3,1.0,1.0,1.0,149.0,300.0,60.0,2,2,1125,95,3.0
3,1.0,1.0,2.0,115.0,150.0,45.0,2,1,15,37,2.0
6,1.0,2.0,3.0,175.0,250.0,95.0,1,2,365,24,2.0
6,2.0,2.0,3.0,175.0,0.0,113.0,1,2,365,26,6.0
3,1.0,1.0,1.0,124.0,300.0,50.0,2,14,1125,35,3.0
1,1.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,0,2.0
5,1.0,2.0,4.0,229.0,0.0,120.0,1,1,1125,1,2.0
2,1.0,1.0,1.0,125.0,0.0,40.0,1,1,1125,12,1.0
1,1.0,1.0,1.0,40.0,0.0,0.0,1,1,1125,2,4.0
6,1.0,2.0,2.0,183.0,150.0,100.0,1,2,1125,7,1.0
2,1.0,1.0,1.0,169.0,150.0,30.0,2,2,6,15,4.0
5,1.0,1.0,3.0,155.0,250.0,85.0,1,2,365,23,2.0
2,1.0,0.0,1.0,75.0,0.0,10.0,0,2,1125,65,2.0
4,1.0,0.0,2.0,89.0,0.0,35.0,2,1,14,168,7.0
4,1.0,1.0,2.0,35.0,100.0,10.0,1,2,1125,2,1.0
3,1.0,1.0,1.0,115.0,100.0,45.0,2,2,6,12,1.0
2,1.0,0.0,1.0,115.0,99.0,38.0,2,2,99,115,2.0
3,1.0,1.0,2.0,165.0,150.0,65.0,2,2,1125,4,4.0
3,1.0,1.0,1.0,115.0,300.0,50.0,1,1,1125,22,4.0
4,1.0,1.0,2.0,166.0,0.0,159.0,1,3,1125,0,5.0
6,1.0,1.0,3.0,105.0,150.0,45.0,2,1,90,25,2.0
2,1.0,0.0,1.0,145.0,100.0,50.0,2,2,30,45,2.0
6,2.0,2.0,2.0,250.0,300.0,25.0,4,1,1125,68,2.0
2,1.0,1.0,1.0,139.0,200.0,60.0,2,2,1125,1,3.0
4,1.0,1.0,2.0,82.0,0.0,75.0,1,1,1125,11,4.0
6,1.0,2.0,3.0,147.0,0.0,107.0,1,2,365,70,6.0
2,1.0,1.0,1.0,150.0,0.0,0.0,1,1,1125,0,1.0
4,1.0,1.0,2.0,187.0,0.0,96.0,1,2,365,6,6.0
2,1.5,1.0,1.0,130.0,0.0,0.0,1,1,1125,0,5.0
2,1.0,1.0,1.0,130.0,0.0,30.0,1,3,1125,1,4.0
4,1.0,1.0,1.0,100.0,0.0,50.0,2,6,100000,2,1.0
2,1.0,1.0,1.0,95.0,250.0,35.0,2,1,1125,1,1.0
1,1.0,1.0,1.0,68.0,0.0,20.0,1,1,1125,9,1.0
2,1.0,0.0,1.0,150.0,0.0,35.0,1,3,15,1,2.0
4,1.0,1.0,1.0,165.0,0.0,75.0,3,2,1125,38,4.0
3,1.0,1.0,2.0,117.0,0.0,0.0,1,6,23,2,5.0
2,1.0,0.0,1.0,168.0,100.0,40.0,2,1,1125,37,1.0
3,1.0,1.0,1.0,75.0,250.0,69.0,2,2,30,0,2.0
2,1.0,0.0,1.0,79.0,0.0,60.0,2,2,1125,2,2.0
2,1.5,1.0,1.0,89.0,250.0,0.0,1,1,14,466,5.0
2,1.0,1.0,1.0,80.0,0.0,0.0,1,2,1125,14,3.0
2,1.0,1.0,1.0,120.0,0.0,25.0,1,1,1125,53,3.0
1,2.0,1.0,1.0,40.0,0.0,10.0,1,1,1125,66,1.0
1,2.0,1.0,1.0,40.0,0.0,10.0,1,1,1125,19,1.0
2,0.0,1.0,1.0,65.0,0.0,0.0,1,1,1125,0,1.0
