id,host_is_superhost,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,cancellation_policy,host_experience
2875975,0,98112,Apartment,Entire home/apt,5,1.0,4.0,4.0,Real Bed,200.0,250.0,100.0,1,0,1,1125,1,100.0,flexible,4.0
7275027,0,98102,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,,50.0,1,0,28,1125,0,,strict,1.0
4318709,0,98102,Apartment,Shared room,2,1.0,1.0,1.0,Couch,60.0,,,1,0,1,1125,14,92.0,flexible,2.0
6939106,1,98122,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,144.0,100.0,,2,1,1,1125,45,98.0,moderate,1.0
2727938,0,98102,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,,20.0,1,0,2,1125,15,97.0,moderate,2.0
7695195,0,98112,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,,,1,0,1,1125,3,100.0,strict,3.0
6445741,0,98122,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,189.0,,,2,1,2,1125,2,100.0,strict,2.0
7381005,0,98122,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,99.0,100.0,50.0,1,0,3,1125,2,100.0,strict,3.0
8724134,0,98102,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,175.0,100.0,50.0,1,0,1,1125,0,,flexible,1.0
4023177,1,98117,House,Private room,3,1.5,1.0,3.0,Real Bed,119.0,,20.0,2,1,1,1125,33,96.0,flexible,2.0
1589681,0,98117,House,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,80.0,,10.0,2,1,1,1125,9,98.0,flexible,5.0
8524349,0,98117,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,105.0,500.0,75.0,3,1,2,1125,4,100.0,strict,5.0
9429399,0,98117,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,98.0,,75.0,1,0,1,1125,2,90.0,flexible,1.0
7089415,0,98115,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,,50.0,2,1,2,1125,3,100.0,flexible,4.0
8033438,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,150.0,,1,0,1,1125,18,92.0,strict,3.0
6836330,0,98117,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,90.0,,25.0,2,1,1,1125,6,93.0,flexible,7.0
975179,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,150.0,,1,1,1,14,168,95.0,moderate,3.0
1956094,0,98117,House,Private room,4,1.0,1.0,1.0,Real Bed,85.0,,,2,1,1,1125,82,94.0,moderate,3.0
9619737,0,98117,House,Private room,2,1.5,1.0,1.0,Real Bed,46.0,,,1,0,1,1125,0,,flexible,2.0
9463729,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,,,1,0,1,3,0,,flexible,3.0
8866331,0,98117,House,Private room,2,1.5,1.0,1.0,Real Bed,46.0,,,1,0,1,1125,0,,flexible,2.0
5457260,0,98117,House,Private room,2,1.5,1.0,1.0,Real Bed,69.0,,,2,1,4,1125,10,100.0,moderate,4.0
8594406,0,98117,House,Private room,2,1.0,1.0,1.0,Futon,75.0,,,1,0,1,1125,1,100.0,flexible,2.0
8484705,0,98117,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,95.0,250.0,75.0,1,0,4,1125,0,,moderate,4.0
7714585,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,100.0,25.0,1,0,1,1125,10,96.0,moderate,1.0
218741,1,98117,House,Private room,3,1.0,1.0,1.0,Real Bed,90.0,150.0,,2,1,1,365,115,95.0,moderate,5.0
8551871,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,,30.0,1,0,2,1125,4,95.0,moderate,1.0
8567933,0,98117,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,115.0,95.0,75.0,6,1,1,1125,9,98.0,moderate,1.0
7934963,0,98117,House,Private room,4,1.0,1.0,2.0,Real Bed,49.0,150.0,,2,1,1,25,18,91.0,strict,3.0
6481764,1,98117,House,Entire home/apt,5,1.0,3.0,4.0,Real Bed,220.0,500.0,125.0,5,1,5,1125,12,98.0,strict,1.0
8426827,0,98117,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,135.0,750.0,75.0,3,1,3,1125,3,93.0,strict,5.0
7771531,0,98117,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,,,1,0,2,1125,13,94.0,moderate,1.0
37234,0,98117,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,99.0,,60.0,1,0,3,21,0,,strict,6.0
2060441,0,98117,House,Entire home/apt,12,3.0,5.0,6.0,Real Bed,435.0,500.0,200.0,8,1,2,1125,10,88.0,strict,6.0
2158992,0,98117,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,110.0,800.0,,1,0,14,91,4,100.0,strict,4.0
8608414,0,98117,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,500.0,100.0,1,0,1,1125,0,,flexible,5.0
5619397,0,98117,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,220.0,300.0,,1,0,2,1125,0,,strict,3.0
4144767,0,98117,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,95.0,,129.0,1,0,3,1125,5,84.0,strict,5.0
1301535,1,98117,House,Entire home/apt,7,1.0,2.0,3.0,Real Bed,105.0,150.0,25.0,2,1,1,365,89,95.0,moderate,5.0
3882930,1,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,,15.0,1,0,1,1125,17,98.0,flexible,2.0
9186481,0,98117,House,Entire home/apt,6,3.0,3.0,5.0,Real Bed,250.0,500.0,,1,0,2,1125,0,,strict,1.0
5364244,1,98117,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,130.0,200.0,65.0,1,0,1,1125,32,98.0,moderate,2.0
4127196,0,98117,House,Private room,3,1.0,1.0,2.0,Real Bed,95.0,,,2,1,3,1125,4,90.0,moderate,2.0
30712,0,98117,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,,,1,0,3,730,64,81.0,strict,6.0
5632713,0,98117,Camper/RV,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,,15.0,1,0,2,10,16,98.0,flexible,2.0
2396734,1,98107,House,Entire home/apt,8,1.0,4.0,4.0,Real Bed,265.0,100.0,90.0,5,0,3,1125,23,98.0,strict,3.0
4616634,1,98117,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,105.0,,,1,0,1,30,72,99.0,flexible,2.0
1175308,0,98117,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,100.0,250.0,75.0,2,1,14,1125,2,100.0,strict,3.0
3157738,0,98117,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,175.0,500.0,25.0,2,1,2,365,10,88.0,flexible,3.0
8866927,0,98117,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,65.0,,,1,0,1,180,5,100.0,flexible,2.0
3657819,1,98117,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,,30.0,2,1,2,29,55,97.0,strict,2.0
8212190,0,98117,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,150.0,100.0,45.0,1,0,1,1125,7,97.0,moderate,1.0
9030406,0,98117,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,299.0,,155.0,1,0,2,1125,0,,strict,1.0
6884820,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,,25.0,2,1,2,1125,13,86.0,flexible,1.0
6821407,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,47.0,,20.0,1,0,1,1125,38,95.0,moderate,3.0
9563749,0,98117,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,,25.0,1,0,2,1125,2,100.0,flexible,1.0
6474341,0,98117,Townhouse,Entire home/apt,4,1.5,1.0,1.0,Real Bed,150.0,,100.0,1,0,1,1125,11,96.0,moderate,1.0
7038750,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,,,1,0,1,1125,3,100.0,flexible,7.0
7824929,0,98117,Townhouse,Private room,2,1.0,1.0,1.0,Pull-out Sofa,69.0,100.0,15.0,2,0,1,6,6,97.0,moderate,3.0
2277640,0,98117,House,Entire home/apt,3,1.0,2.0,1.0,Real Bed,89.0,,15.0,2,1,2,30,86,99.0,strict,3.0
5620306,0,98117,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,70.0,100.0,,1,0,1,1125,2,100.0,strict,1.0
9693971,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,,,1,0,1,1125,0,,flexible,1.0
4739190,1,98125,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,106.0,,,1,0,2,1125,19,97.0,moderate,3.0
5219336,0,98125,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,,,1,0,1,1125,11,94.0,flexible,1.0
2298775,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,,,1,1,1,1125,23,94.0,flexible,6.0
7455706,0,98125,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,70.0,,5.0,3,1,1,14,4,85.0,flexible,2.0
1142039,0,98115,House,Private room,1,1.0,1.0,1.0,Real Bed,50.0,,,1,0,1,1125,20,95.0,flexible,6.0
3563218,0,98125,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,,25.0,2,1,1,1125,29,92.0,flexible,2.0
7789264,1,98125,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,119.0,,50.0,2,1,2,1125,9,96.0,moderate,4.0
6935953,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,200.0,,,1,0,1,1125,1,100.0,flexible,1.0
3441402,0,98125,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,65.0,150.0,,1,1,1,24,106,95.0,strict,5.0
921571,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,,1,0,1,1125,7,91.0,moderate,3.0
5205984,0,98125,House,Private room,2,1.0,1.0,1.0,Airbed,60.0,400.0,50.0,2,1,1,1125,4,100.0,flexible,1.0
5352741,0,98125,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,60.0,,,1,1,1,1125,2,100.0,flexible,1.0
1461971,0,98125,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,129.0,400.0,120.0,0,0,4,1125,6,93.0,strict,3.0
6690388,1,98125,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,68.0,,75.0,2,1,2,90,16,100.0,moderate,1.0
1190571,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,,,1,1,1,7,9,89.0,flexible,3.0
231097,1,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,51.0,,,1,1,3,21,106,98.0,moderate,5.0
149489,0,98125,House,Private room,2,2.0,1.0,1.0,Real Bed,50.0,,,1,0,1,730,0,,flexible,5.0
3703121,0,98115,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,,50.0,2,1,5,65,12,98.0,moderate,4.0
3004007,0,98115,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,125.0,,50.0,0,0,4,1125,23,99.0,moderate,5.0
3870937,0,98115,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,119.0,150.0,50.0,2,1,2,1125,37,97.0,moderate,2.0
3242247,0,98115,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,87.0,150.0,30.0,2,1,2,1125,26,95.0,moderate,2.0
6350606,0,98115,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,,90.0,1,0,5,1125,3,100.0,strict,3.0
8131762,0,98115,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,,,1,0,6,15,0,,flexible,3.0
9345786,0,98115,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,,1,0,1,6,0,,flexible,1.0
6741526,0,98115,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,250.0,,125.0,0,0,3,1125,12,95.0,strict,4.0
6101613,0,98125,House,Entire home/apt,8,1.5,3.0,3.0,Real Bed,159.0,,69.0,4,1,1,1125,6,90.0,strict,3.0
1190224,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,,,1,1,1,1125,14,94.0,flexible,3.0
8704931,0,98125,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,91.0,,30.0,1,0,1,1125,5,100.0,flexible,1.0
9591718,0,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,125.0,400.0,50.0,2,1,1,1125,0,,flexible,1.0
9432497,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,43.0,,,1,0,1,1125,5,88.0,flexible,1.0
7931111,0,98115,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,68.0,200.0,25.0,2,1,2,30,7,100.0,flexible,2.0
5031357,0,98125,House,Private room,3,1.0,1.0,1.0,Real Bed,70.0,450.0,50.0,2,0,1,1125,2,80.0,moderate,3.0
6603376,1,98115,House,Entire home/apt,10,2.5,3.0,4.0,Real Bed,252.0,300.0,149.0,2,1,1,99,32,99.0,strict,2.0
3861673,1,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,71.0,100.0,,2,0,1,7,175,99.0,moderate,2.0
461234,0,98117,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,,,1,0,3,1125,146,96.0,flexible,4.0
3510818,1,98117,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,500.0,100.0,1,0,3,45,19,98.0,strict,3.0
6245498,1,98117,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,105.0,,50.0,3,1,2,1125,24,92.0,moderate,1.0
6557018,0,98117,Loft,Entire home/apt,4,1.0,2.0,2.0,Real Bed,115.0,,60.0,1,0,1,1125,13,92.0,moderate,1.0
170469,0,98117,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,60.0,,,1,0,1,730,0,,flexible,5.0
7873789,0,98117,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,125.0,,15.0,4,1,1,9,22,98.0,moderate,4.0
6691873,1,98117,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,500.0,30.0,1,0,1,1125,39,95.0,moderate,1.0
7638689,0,98117,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,150.0,125.0,90.0,4,0,1,31,4,95.0,strict,3.0
5968862,0,98117,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,,50.0,4,1,2,7,1,100.0,moderate,1.0
260613,1,98117,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,800.0,125.0,1,1,3,160,18,98.0,strict,5.0
4718820,0,98117,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,,25.0,1,0,1,30,7,97.0,strict,2.0
6897639,0,98117,House,Entire home/apt,4,3.5,4.0,4.0,Real Bed,400.0,1000.0,150.0,1,0,1,1125,0,,flexible,2.0
1023693,1,98117,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,250.0,75.0,2,1,2,365,119,98.0,strict,3.0
4438871,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,86.0,,15.0,1,1,1,1125,13,94.0,flexible,2.0
4438160,0,98117,House,Entire home/apt,3,2.0,2.0,2.0,Real Bed,150.0,250.0,75.0,1,0,2,20,5,96.0,moderate,3.0
7870538,0,98117,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,225.0,,160.0,1,0,1,1125,5,100.0,moderate,1.0
6153532,1,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,118.0,,40.0,1,0,2,28,30,99.0,moderate,4.0
488268,0,98117,House,Private room,2,1.0,1.0,1.0,Futon,58.0,,,2,1,2,31,85,94.0,moderate,4.0
6375415,0,98117,House,Entire home/apt,7,2.5,3.0,5.0,Real Bed,375.0,300.0,100.0,1,0,1,28,18,97.0,moderate,1.0
4429898,0,98117,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,89.0,,50.0,2,1,3,60,24,94.0,moderate,5.0
5991139,0,98117,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80.0,100.0,40.0,1,0,2,1125,8,95.0,flexible,1.0
6130287,1,98107,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,200.0,50.0,2,1,1,1125,9,100.0,moderate,1.0
1623894,1,98117,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,150.0,50.0,2,1,2,10,82,99.0,moderate,4.0
6453383,0,98117,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,100.0,10.0,1,1,2,1125,38,96.0,moderate,2.0
25002,1,98117,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,75.0,,15.0,2,1,1,365,404,98.0,flexible,6.0
5183164,1,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,47.0,,,1,1,1,1125,34,96.0,moderate,4.0
10235136,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,,1,0,1,1125,0,,flexible,1.0
2352218,1,98115,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,,,1,0,2,1125,47,96.0,moderate,2.0
5695344,1,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,60.0,,,1,1,1,1125,4,90.0,flexible,4.0
5403847,1,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,,1,1,1,90,26,98.0,flexible,1.0
1187735,1,98125,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,250.0,500.0,100.0,6,1,2,1125,30,97.0,strict,3.0
8976178,0,98125,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,89.0,100.0,50.0,2,0,1,1125,5,96.0,moderate,2.0
8717068,0,98115,Cabin,Entire home/apt,2,1.0,0.0,1.0,Futon,68.0,,,1,1,1,1125,1,100.0,flexible,3.0
9717757,0,98125,House,Entire home/apt,4,1.0,2.0,4.0,Real Bed,189.0,500.0,150.0,4,1,2,30,0,,moderate,1.0
3308825,0,98126,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,130.0,,50.0,2,1,1,14,20,99.0,flexible,2.0
8921924,0,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,,10.0,1,0,1,1125,2,100.0,strict,3.0
2260626,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,55.0,,,1,1,1,28,86,88.0,moderate,2.0
7635496,0,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,65.0,,,1,1,1,1125,4,95.0,flexible,3.0
8086294,0,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,42.0,,15.0,1,0,1,1125,3,100.0,moderate,4.0
1097766,0,98125,House,Private room,2,1.0,1.0,1.0,Futon,55.0,,10.0,2,1,1,14,10,96.0,strict,3.0
4950847,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,,,1,0,1,1125,0,,flexible,3.0
670056,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,56.0,300.0,20.0,1,0,2,90,15,85.0,moderate,4.0
7069080,0,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,50.0,,20.0,1,0,1,1125,4,95.0,moderate,3.0
4701146,0,98125,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,93.0,100.0,20.0,2,1,4,1125,19,92.0,flexible,2.0
670021,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,54.0,300.0,20.0,2,0,2,60,11,76.0,moderate,4.0
6813623,1,98125,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,240.0,500.0,100.0,1,0,2,1125,10,100.0,moderate,4.0
3208667,0,98125,House,Private room,3,1.5,1.0,3.0,Real Bed,62.0,,30.0,1,1,1,14,42,96.0,moderate,4.0
10332096,0,98125,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,,,1,0,1,1125,0,,flexible,0.0
4951079,0,98125,House,Private room,1,1.0,1.0,1.0,Real Bed,72.0,,,1,0,1,1125,1,80.0,flexible,3.0
9233533,0,98125,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,,25.0,2,1,1,1125,3,100.0,flexible,5.0
6782993,0,98125,House,Private room,2,1.0,1.0,2.0,Real Bed,53.0,,10.0,2,1,1,14,24,93.0,strict,3.0
8340819,0,98115,Townhouse,Private room,2,2.0,1.0,1.0,Real Bed,65.0,,,1,0,1,14,2,100.0,flexible,1.0
4024844,1,98115,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,80.0,,35.0,2,1,1,1125,41,97.0,moderate,5.0
5397134,1,98115,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,105.0,150.0,,2,1,3,65,23,100.0,moderate,4.0
8061699,1,98115,Townhouse,Private room,1,1.5,1.0,1.0,Real Bed,40.0,100.0,15.0,1,0,2,5,1,80.0,strict,2.0
2934389,0,98115,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,93.0,300.0,100.0,4,1,30,180,11,95.0,strict,3.0
9316009,0,98115,Apartment,Shared room,1,1.0,1.0,1.0,Couch,76.0,,,1,0,1,1125,0,,flexible,2.0
6652199,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,,,1,0,1,1125,6,100.0,flexible,1.0
7948034,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,105.0,400.0,75.0,1,0,2,5,0,,flexible,1.0
4291,0,98115,House,Private room,2,1.0,1.0,1.0,Real Bed,82.0,,30.0,1,0,2,60,35,92.0,moderate,7.0
7018009,0,98115,House,Entire home/apt,6,1.0,3.0,4.0,Real Bed,209.0,350.0,125.0,2,1,2,30,7,94.0,moderate,3.0
7661577,1,98115,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,109.0,,,1,0,1,31,18,100.0,moderate,1.0
7418814,0,98115,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,250.0,50.0,2,1,3,1125,12,98.0,moderate,3.0
4825073,0,98115,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1000.0,,,1,0,1,1125,1,100.0,flexible,5.0
9961388,0,98115,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,,,1,0,14,40,0,,flexible,1.0
8923774,0,98115,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,80.0,250.0,80.0,2,1,1,1125,4,100.0,moderate,2.0
7405128,0,98115,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,90.0,,60.0,2,1,1,1125,0,,flexible,1.0
8953255,0,98115,House,Entire home/apt,3,1.5,2.0,3.0,Real Bed,125.0,500.0,20.0,4,1,1,1125,1,100.0,flexible,1.0
9410302,0,98105,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,110.0,,30.0,1,0,1,1125,0,,moderate,2.0
8559462,0,98115,House,Entire home/apt,6,1.0,1.0,1.0,Real Bed,86.0,250.0,83.0,4,1,2,180,1,100.0,moderate,4.0
9901852,0,98115,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,165.0,250.0,83.0,3,1,1,15,0,,strict,3.0
1145941,0,98115,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,149.0,,60.0,2,1,2,29,103,93.0,strict,4.0
7802149,0,98115,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,84.0,250.0,61.0,2,1,2,7,1,80.0,moderate,2.0
3561108,0,98115,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,139.0,200.0,50.0,3,0,2,1125,23,91.0,moderate,2.0
5310503,1,98115,Townhouse,Shared room,1,1.5,1.0,1.0,Airbed,33.0,100.0,15.0,1,0,2,5,18,99.0,strict,2.0
4820795,1,98115,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,129.0,,,1,0,2,1125,16,99.0,moderate,2.0
4664312,0,98115,House,Shared room,2,1.0,1.0,2.0,Real Bed,59.0,,,1,0,1,1125,3,87.0,flexible,2.0
2804399,0,98115,Bed & Breakfast,Private room,4,1.0,1.0,2.0,Real Bed,90.0,,30.0,2,1,2,1125,28,90.0,flexible,2.0
9733835,0,98115,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,350.0,50.0,2,0,1,1125,0,,moderate,1.0
9888395,0,98115,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,94.0,200.0,30.0,1,0,2,1125,0,,moderate,3.0
7201336,0,98115,House,Private room,1,1.0,1.0,1.0,Real Bed,39.0,,,1,0,2,6,14,87.0,moderate,3.0
4180905,1,98109,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125.0,200.0,35.0,2,1,2,10,29,97.0,strict,3.0
6603061,0,98119,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,65.0,,35.0,2,1,1,1125,29,92.0,strict,2.0
8606766,0,98109,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,110.0,150.0,45.0,2,0,2,1125,0,,strict,1.0
5163047,0,98109,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,75.0,,15.0,1,1,2,1125,5,92.0,moderate,3.0
8578023,0,98109,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,,,1,0,1,7,9,93.0,moderate,2.0
9939038,0,98109,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,150.0,50.0,2,1,10,1125,0,,strict,2.0
9061048,0,98119,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,103.0,,,1,0,1,7,1,80.0,flexible,1.0
7603457,0,98119,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,105.0,,,1,0,1,1125,10,98.0,moderate,1.0
5639238,0,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,,,1,0,2,1125,2,40.0,flexible,1.0
5362889,1,98109,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,175.0,,35.0,3,0,2,1125,54,96.0,moderate,1.0
7203408,1,98119,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,120.0,100.0,,2,1,1,7,15,96.0,moderate,1.0
7885859,0,98119,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,275.0,100.0,,1,0,1,1125,0,,flexible,2.0
10141859,0,98109,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,65.0,,,1,0,1,1125,0,,flexible,4.0
7762347,0,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,,,1,0,1,1125,0,,flexible,1.0
544433,1,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,300.0,45.0,2,1,2,365,219,97.0,moderate,4.0
9410128,0,98109,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,,,1,0,1,1125,0,,flexible,1.0
6276224,0,98109,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,250.0,60.0,2,1,1,1125,3,100.0,strict,2.0
5252515,0,98119,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,200.0,,30.0,1,0,2,1125,7,94.0,moderate,3.0
1622794,1,98119,Camper/RV,Entire home/apt,2,1.0,1.0,2.0,Real Bed,145.0,,25.0,2,1,2,60,100,98.0,moderate,5.0
9171373,0,98119,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,145.0,,,1,0,1,1125,0,,flexible,2.0
8423118,0,98119,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,96.0,200.0,17.0,0,0,2,1125,4,100.0,flexible,1.0
6248083,1,98119,Townhouse,Entire home/apt,5,2.5,2.0,2.0,Real Bed,498.0,750.0,200.0,4,1,2,28,12,98.0,strict,2.0
